-90	0	-999.99	-999.99	-999.99	0	0	4.80E-24	180	1.17E-11	157.14
-85	0	-154.11	-40.24	-40.24	0	-90	6.73E-07	0	3.32E-01	-167.72
-80	0	-157.4	-19.59	-19.59	0	90	4.61E-07	180	3.58E+00	-178.4
-75	0	-137.35	-9.08	-9.08	0	90	4.64E-06	180	1.20E+01	-179.74
-70	0	-140.28	-2.33	-2.33	0	90	3.31E-06	180	2.61E+01	179.82
-65	0	-151.05	2.07	2.07	0	-90	9.58E-07	0	4.34E+01	179.6
-60	0	-154.93	4.51	4.51	0	90	6.12E-07	180	5.74E+01	179.42
-55	0	-143.28	4.77	4.77	0	90	2.34E-06	180	5.92E+01	179.16
-50	0	-137.48	1.81	1.81	0	-90	4.57E-06	0	4.21E+01	178.51
-45	0	-137.4	-11.25	-11.25	0	-90	4.61E-06	0	9.36E+00	172.49
-40	0	-139.27	-3.95	-3.95	0	90	3.72E-06	0	2.17E+01	3.19
-35	0	-142.02	-2.54	-2.54	0	90	2.71E-06	0	2.55E+01	2.27
-30	0	-152.63	-10.67	-10.67	0	-90	7.98E-07	0	1.00E+01	176.42
-25	0	-159.54	5.16	5.16	0	90	3.60E-07	180	6.19E+01	179.93
-20	0	-153.93	6.74	6.74	0	-90	6.87E-07	0	7.42E+01	-179.58
-15	0	-156.17	-17.9	-17.9	0	-90	5.31E-07	-180	4.35E+00	-13.55
-10	0	-156.26	13.8	13.8	0	-90	5.25E-07	-180	1.67E+02	-0.39
-5	0	-142.95	19.87	19.87	0	90	2.43E-06	0	3.36E+02	-0.14
0	0	-144.25	21.55	21.55	0	-90	2.10E-06	-180	4.08E+02	-0.02
-90	5	-999.99	-999.99	-999.99	0	0	2.00E-23	-173.23	3.42E-11	8.91
-85	5	-72.53	-30.17	-30.17	0	89.56	8.07E-03	-175.48	1.06E+00	-175.48
-80	5	-53.29	-16.92	-16.92	0	89.13	7.40E-02	-178.52	4.87E+00	-178.52
-75	5	-40.93	-8.03	-8.02	0	88.7	3.07E-01	-179.62	1.36E+01	-179.62
-70	5	-32.32	-1.84	-1.84	0	88.29	8.27E-01	179.91	2.76E+01	179.91
-65	5	-26.32	2.32	2.33	0	87.88	1.65E+00	179.64	4.46E+01	179.64
-60	5	-22.54	4.65	4.65	0	87.5	2.55E+00	179.43	5.83E+01	179.43
-55	5	-21.12	4.87	4.88	0	87.13	3.00E+00	179.13	5.98E+01	179.13
-50	5	-23.08	1.92	1.93	0	86.78	2.40E+00	178.4	4.26E+01	178.4
-45	5	-35.03	-10.85	-10.84	0	86.46	6.06E-01	172.13	9.79E+00	172.13
-40	5	-27.56	-4.09	-4.07	0	86.17	1.43E+00	3.53	2.13E+01	3.53
-35	5	-25.49	-2.6	-2.58	0	85.9	1.82E+00	2.43	2.53E+01	2.43
-30	5	-33.18	-10.77	-10.74	0	85.67	7.49E-01	176.34	9.89E+00	176.34
-25	5	-16.9	5.11	5.14	0	85.47	4.88E+00	179.97	6.16E+01	179.97
-20	5	-15.01	6.7	6.72	0	85.3	6.07E+00	-179.54	7.38E+01	-179.54
-15	5	-39.39	-17.93	-17.9	0	85.17	3.66E-01	-13.97	4.34E+00	-13.97
-10	5	-7.53	13.77	13.8	0	85.08	1.44E+01	-0.39	1.67E+02	-0.39
-5	5	-1.36	19.83	19.86	0	85.02	2.92E+01	-0.14	3.35E+02	-0.14
0	5	0.36	21.52	21.55	0	85	3.56E+01	-0.02	4.07E+02	-0.02
-90	10	-999.99	-999.99	-999.99	0	0	1.09E-22	-177.78	1.16E-10	2.32
-85	10	-59.33	-23.07	-23.07	0	89.12	3.69E-02	-178.22	2.40E+00	-178.22
-80	10	-43.75	-13.47	-13.47	0	88.25	2.22E-01	-179.09	7.24E+00	-179.09
-75	10	-33.17	-6.35	-6.35	0	87.39	7.50E-01	-179.69	1.64E+01	-179.69
-70	10	-25.39	-1	-0.99	0	86.55	1.84E+00	179.95	3.04E+01	179.95
-65	10	-19.79	2.76	2.79	0	85.74	3.50E+00	179.7	4.70E+01	179.7
-60	10	-16.21	4.89	4.92	0	84.96	5.29E+00	179.48	6.00E+01	179.48
-55	10	-14.88	5.02	5.07	0	84.22	6.16E+00	179.16	6.09E+01	179.16
-50	10	-16.84	2.07	2.13	0	83.53	4.92E+00	178.4	4.34E+01	178.4
-45	10	-28.29	-10.21	-10.14	0	82.89	1.32E+00	172.36	1.06E+01	172.36
-40	10	-21.79	-4.4	-4.32	0	82.31	2.78E+00	3.88	2.06E+01	3.88
-35	10	-19.58	-2.78	-2.69	0	81.78	3.58E+00	2.62	2.48E+01	2.62
-30	10	-27.2	-10.87	-10.77	0	81.32	1.49E+00	176.21	9.77E+00	176.21
-25	10	-10.93	5	5.11	0	80.92	9.71E+00	179.99	6.07E+01	179.99
-20	10	-9.03	6.58	6.7	0	80.59	1.21E+01	-179.51	7.29E+01	-179.51
-15	10	-33.37	-17.99	-17.87	0	80.33	7.33E-01	-14.27	4.31E+00	-14.27
-10	10	-1.54	13.67	13.79	0	80.15	2.86E+01	-0.39	1.65E+02	-0.39
-5	10	4.62	19.73	19.86	0	80.04	5.82E+01	-0.13	3.31E+02	-0.13
0	10	6.35	21.42	21.55	0	80	7.09E+01	-0.02	4.02E+02	-0.02
-90	15	-999.99	-999.99	-999.99	0	0	2.13E-22	-178.84	1.52E-10	1.18
-85	15	-53.75	-21.12	-21.12	0	88.66	7.01E-02	-179.05	3.00E+00	-179.05
-80	15	-38.92	-12.27	-12.26	0	87.34	3.87E-01	-179.46	8.32E+00	-179.46
-75	15	-28.87	-5.69	-5.67	0	86.03	1.23E+00	-179.8	1.78E+01	-179.8
-70	15	-21.41	-0.65	-0.61	0	84.76	2.91E+00	179.96	3.17E+01	179.96
-65	15	-15.98	2.94	2.99	0	83.54	5.42E+00	179.76	4.79E+01	179.76
-60	15	-12.49	4.96	5.04	0	82.37	8.11E+00	179.56	6.05E+01	179.56
-55	15	-11.21	5.06	5.16	0	81.26	9.40E+00	179.25	6.12E+01	179.25
-50	15	-13.14	2.14	2.27	0	80.23	7.53E+00	178.5	4.37E+01	178.5
-45	15	-24.12	-9.67	-9.52	0	79.27	2.13E+00	172.94	1.12E+01	172.94
-40	15	-18.57	-4.82	-4.64	0	78.4	4.03E+00	4.12	1.96E+01	4.12
-35	15	-16.21	-3.04	-2.84	0	77.62	5.28E+00	2.78	2.41E+01	2.78
-30	15	-23.71	-11.02	-10.79	0	76.94	2.23E+00	176.08	9.61E+00	176.08
