-90	0	-999.99	-999.99	-999.99	0	90	9.50E-28	98.42	1.24E-09	178.7
-89	0	-999.99	-17.51	-17.51	0	90	2.82E-10	-75.37	4.24E+00	-1.3
-88	0	-193.12	-11.51	-11.51	0	-90	7.03E-09	-115.98	8.46E+00	-1.31
-87	0	-193.66	-8.03	-8.03	0	-90	6.61E-09	91.3	1.26E+01	-1.31
-86	0	-182.47	-5.58	-5.58	0	90	2.39E-08	52.5	1.67E+01	-1.32
-85	0	-178.25	-3.71	-3.71	0	-90	3.90E-08	-108.86	2.08E+01	-1.33
-84	0	-183.09	-2.22	-2.22	0	-90	2.23E-08	158.22	2.47E+01	-1.34
-83	0	-172.39	-0.98	-0.98	0	90	7.65E-08	39.81	2.84E+01	-1.36
-82	0	-168.34	0.06	0.06	0	-90	1.22E-07	-127.98	3.21E+01	-1.38
-81	0	-166.9	0.95	0.95	0	90	1.44E-07	58.75	3.55E+01	-1.4
-80	0	-165.49	1.7	1.7	0	-90	1.69E-07	-120.13	3.87E+01	-1.42
-79	0	-163.03	2.35	2.35	0	90	2.25E-07	52.53	4.17E+01	-1.45
-78	0	-160.68	2.91	2.91	0	-90	2.95E-07	-141.19	4.45E+01	-1.48
-77	0	-162.7	3.38	3.38	0	90	2.33E-07	12.71	4.70E+01	-1.52
-76	0	-161.61	3.78	3.78	0	90	2.65E-07	61.9	4.92E+01	-1.56
-75	0	-158.64	4.11	4.11	0	-90	3.73E-07	-161.12	5.11E+01	-1.61
-74	0	-155.6	4.36	4.36	0	-90	5.29E-07	-141.5	5.26E+01	-1.66
-73	0	-157.08	4.56	4.56	0	-90	4.46E-07	-131.02	5.38E+01	-1.72
-72	0	-156.31	4.7	4.7	0	-90	4.87E-07	-132.42	5.47E+01	-1.79
-71	0	-152.75	4.77	4.77	0	-90	7.34E-07	-144.75	5.51E+01	-1.87
-70	0	-154.19	4.79	4.79	0	-90	6.22E-07	-162.1	5.52E+01	-1.96
-69	0	-153.02	4.74	4.74	0	90	7.11E-07	39.29	5.50E+01	-2.06
-68	0	-164.78	4.64	4.64	0	90	1.84E-07	-67.95	5.43E+01	-2.17
-67	0	-162.03	4.47	4.47	0	-90	2.52E-07	165.77	5.33E+01	-2.3
-66	0	-158.77	4.25	4.25	0	-90	3.67E-07	-126.68	5.19E+01	-2.44
-65	0	-148.68	3.96	3.96	0	90	1.17E-06	28.65	5.02E+01	-2.61
-64	0	-159.62	3.62	3.62	0	90	3.33E-07	49.83	4.83E+01	-2.8
-63	0	-160.69	3.21	3.21	0	-90	2.94E-07	-173.41	4.61E+01	-3.02
-62	0	-166.49	2.74	2.74	0	90	1.51E-07	60.59	4.36E+01	-3.26
-61	0	-148.06	2.21	2.21	0	90	1.26E-06	27.97	4.11E+01	-3.55
-60	0	-173.59	1.63	1.63	0	-90	6.66E-08	-129.78	3.84E+01	-3.87
-59	0	-158.87	1.01	1.01	0	-90	3.62E-07	-152.55	3.57E+01	-4.23
-58	0	-157.53	0.35	0.35	0	-90	4.23E-07	-158.64	3.31E+01	-4.62
-57	0	-147.56	-0.32	-0.32	0	90	1.33E-06	26.78	3.07E+01	-5.05
-56	0	-148.38	-0.98	-0.98	0	90	1.21E-06	23.32	2.85E+01	-5.49
-55	0	-147.71	-1.58	-1.58	0	90	1.31E-06	23.86	2.65E+01	-5.91
-54	0	-153.68	-2.1	-2.1	0	90	6.59E-07	38.31	2.50E+01	-6.28
-53	0	-148.11	-2.46	-2.46	0	-90	1.25E-06	-154.47	2.40E+01	-6.54
-52	0	-148.84	-2.64	-2.64	0	90	1.15E-06	27.07	2.35E+01	-6.63
-51	0	-160.85	-2.58	-2.58	0	90	2.89E-07	-52.95	2.36E+01	-6.52
-50	0	-152.05	-2.28	-2.28	0	-90	7.95E-07	-144.34	2.45E+01	-6.2
-49	0	-155.76	-1.73	-1.73	0	-90	5.19E-07	-128.32	2.61E+01	-5.71
-48	0	-150.43	-0.97	-0.97	0	90	9.58E-07	4.22	2.85E+01	-5.11
-47	0	-153.98	-0.05	-0.05	0	-90	6.37E-07	164.07	3.16E+01	-4.47
-46	0	-150.28	0.98	0.98	0	90	9.75E-07	0.69	3.56E+01	-3.83
-45	0	-160.46	2.07	2.07	0	90	3.02E-07	-84.38	4.04E+01	-3.25
-44	0	-161.5	3.18	3.18	0	-90	2.68E-07	-95.35	4.59E+01	-2.73
-43	0	-150.63	4.27	4.27	0	90	9.37E-07	-8.41	5.21E+01	-2.29
-42	0	-156.11	5.33	5.33	0	-90	4.98E-07	157.3	5.88E+01	-1.91
-41	0	-150.79	6.33	6.33	0	90	9.19E-07	-9.36	6.60E+01	-1.59
-40	0	-162.63	7.27	7.27	0	-90	2.35E-07	-171.26	7.35E+01	-1.32
-39	0	-164.74	8.13	8.13	0	-90	1.84E-07	175.92	8.12E+01	-1.1
-38	0	-149.37	8.92	8.92	0	90	1.08E-06	-3.94	8.89E+01	-0.92
-37	0	-151.29	9.62	9.62	0	-90	8.67E-07	-179.11	9.64E+01	-0.76
-36	0	-148.39	10.25	10.25	0	90	1.21E-06	-3.67	1.04E+02	-0.63
-35	0	-149.39	10.79	10.79	0	90	1.08E-06	4.88	1.10E+02	-0.52
-34	0	-147.61	11.24	11.24	0	90	1.33E-06	0.59	1.16E+02	-0.43
-33	0	-152.76	11.61	11.61	0	-90	7.33E-07	-159.2	1.21E+02	-0.35
-32	0	-149.11	11.89	11.89	0	90	1.12E-06	14.11	1.25E+02	-0.29
-31	0	-153.27	12.09	12.09	0	-90	6.91E-07	161.98	1.28E+02	-0.23
-30	0	-155.29	12.2	12.2	0	-90	5.47E-07	152.13	1.30E+02	-0.18
-29	0	-146.43	12.22	12.22	0	90	1.52E-06	12.69	1.30E+02	-0.14
-28	0	-146.19	12.15	12.15	0	-90	1.56E-06	-165.75	1.29E+02	-0.1
-27	0	-154.7	11.98	11.98	0	90	5.86E-07	-25.35	1.26E+02	-0.07
-26	0	-153.02	11.73	11.73	0	90	7.11E-07	-16.16	1.23E+02	-0.05
-25	0	-146.34	11.37	11.37	0	-90	1.53E-06	-158.03	1.18E+02	-0.02
-24	0	-146.77	10.91	10.91	0	90	1.46E-06	25.17	1.12E+02	-0.01
-23	0	-148.27	10.35	10.35	0	-90	1.23E-06	-176.34	1.05E+02	0.01
-22	0	-147.29	9.68	9.68	0	-90	1.38E-06	-172.58	9.71E+01	0.02
-21	0	-148.65	8.9	8.9	0	90	1.18E-06	34.69	8.87E+01	0.03
-20	0	-148.96	7.99	7.99	0	-90	1.13E-06	-143.45	7.99E+01	0.03
-19	0	-146.2	6.96	6.96	0	90	1.56E-06	12.83	7.10E+01	0.03
-18	0	-146.53	5.79	5.79	0	90	1.50E-06	12.6	6.20E+01	0.02
-17	0	-146.79	4.47	4.47	0	-90	1.46E-06	-147.21	5.33E+01	0.01
-16	0	-145.42	2.99	2.99	0	90	1.71E-06	29.71	4.49E+01	0
-15	0	-154.8	1.33	1.33	0	-90	5.79E-07	165.65	3.71E+01	-0.03
-14	0	-156.38	-0.52	-0.52	0	90	4.83E-07	72.74	3.00E+01	-0.07
-13	0	-145.94	-2.58	-2.58	0	90	1.61E-06	17.23	2.36E+01	-0.13
-12	0	-153.13	-4.9	-4.9	0	-90	7.02E-07	176.77	1.81E+01	-0.21
-11	0	-144.63	-7.49	-7.49	0	-90	1.87E-06	-158.27	1.34E+01	-0.33
-10	0	-152.94	-10.42	-10.42	0	-90	7.18E-07	179.11	9.60E+00	-0.51
-9	0	-145.75	-13.73	-13.73	0	90	1.64E-06	19.54	6.55E+00	-0.81
-8	0	-156.04	-17.52	-17.52	0	90	5.02E-07	68.82	4.23E+00	-1.3
-7	0	-156.96	-21.91	-21.91	0	-90	4.52E-07	160	2.56E+00	-2.16
-6	0	-144.24	-27.06	-27.06	0	90	1.95E-06	30.95	1.41E+00	-3.86
-5	0	-144.38	-33.24	-33.24	0	-90	1.92E-06	-148.39	6.94E-01	-7.62
-4	0	-153.61	-40.7	-40.7	0	90	6.64E-07	-0.32	2.94E-01	-17.34
-3	0	-159.55	-48.55	-48.55	0	90	3.35E-07	-49.26	1.19E-01	-43.87
-2	0	-144.28	-52.11	-52.11	0.00002	90	1.94E-06	-155.15	7.90E-02	-77.5
-1	0	-147.88	-52.84	-52.84	0.00002	-90	1.28E-06	16.7	7.26E-02	-83.6
0	0	-143.71	-53.16	-53.16	0.00003	-90	2.08E-06	27.85	7.00E-02	-75.97
-90	1	-999.99	-999.99	-999.99	0	-90	1.10E-22	-3.69	1.23E-09	176.31
-89	1	-87.88	-17.56	-17.56	0	89.98	1.28E-03	-3.69	4.22E+00	-3.69
-88	1	-75.87	-11.56	-11.56	0	89.97	5.12E-03	-3.7	8.41E+00	-3.7
-87	1	-68.86	-8.08	-8.08	0	89.95	1.15E-02	-3.71	1.26E+01	-3.71
-86	1	-63.92	-5.63	-5.63	0	89.93	2.03E-02	-3.73	1.66E+01	-3.73
-85	1	-60.12	-3.76	-3.76	0	89.91	3.14E-02	-3.76	2.06E+01	-3.76
-84	1	-57.04	-2.26	-2.26	0	89.9	4.48E-02	-3.79	2.45E+01	-3.79
-83	1	-54.47	-1.03	-1.03	0	89.88	6.02E-02	-3.83	2.83E+01	-3.83
-82	1	-52.28	0.01	0.01	0	89.86	7.75E-02	-3.87	3.19E+01	-3.87
-81	1	-50.37	0.9	0.9	0	89.84	9.64E-02	-3.93	3.53E+01	-3.93
-80	1	-48.71	1.66	1.66	0	89.83	1.17E-01	-4	3.85E+01	-4
-79	1	-47.24	2.31	2.31	0	89.81	1.38E-01	-4.07	4.15E+01	-4.07
-78	1	-45.94	2.87	2.87	0	89.79	1.61E-01	-4.16	4.43E+01	-4.16
-77	1	-44.78	3.34	3.34	0	89.78	1.84E-01	-4.26	4.68E+01	-4.26
-76	1	-43.75	3.74	3.74	0	89.76	2.07E-01	-4.38	4.90E+01	-4.38
-75	1	-42.84	4.07	4.07	0	89.74	2.30E-01	-4.52	5.08E+01	-4.52
