-90	0	-999.99	-999.99	-999.99	0	0	2.40E-27	136.65	2.18E-10	-0.43
-85	0	-172.31	-18.22	-18.22	0	90	8.01E-08	146.27	4.06E+00	179.59
-80	0	-161.68	-10.32	-10.32	0	90	2.72E-07	148.59	1.01E+01	179.62
-75	0	-162.47	-4.47	-4.47	0	90	2.49E-07	-101.07	1.97E+01	179.64
-70	0	-157.52	0.19	0.19	0	90	4.40E-07	-96.97	3.38E+01	179.65
-65	0	-161.12	3.7	3.7	0	-90	2.90E-07	49.56	5.06E+01	179.62
-60	0	-158.71	5.91	5.91	0	-90	3.84E-07	38.35	6.52E+01	179.55
-55	0	-154.5	6.47	6.47	0	90	6.22E-07	147.01	6.96E+01	179.39
-50	0	-162.35	4.64	4.64	0	-90	2.52E-07	-0.18	5.63E+01	178.94
-45	0	-156.62	-2.01	-2.01	0	-90	4.88E-07	54.29	2.62E+01	176.99
-40	0	-148.77	-14.1	-14.1	0	90	1.20E-06	-30.68	6.52E+00	14.87
-35	0	-149.29	-6.35	-6.35	0	90	1.13E-06	32.08	1.59E+01	6.6
-30	0	-143.67	-5.59	-5.59	0	-90	2.16E-06	-90.69	1.74E+01	174.24
-25	0	-144.8	8.26	8.26	0	90	1.90E-06	152.08	8.56E+01	179.07
-20	0	-141.83	13.1	13.1	0	90	2.68E-06	101.2	1.49E+02	179.67
-15	0	-138.54	13.79	13.79	0	90	3.91E-06	-130.96	1.62E+02	179.87
-10	0	-137.51	10.45	10.45	0	90	4.40E-06	-139.67	1.10E+02	179.99
-5	0	-139.1	0.5	0.5	0	90	3.67E-06	125.07	3.50E+01	-179.8
0	0	-138.37	-42.86	-42.86	0.00001	90	3.99E-06	-24.49	2.38E-01	-42.66
-90	5	-999.99	-999.99	-999.99	0	0	1.03E-22	121.56	2.32E-10	-58.44
-85	5	-60.6	-18.24	-18.24	0	89.56	3.08E-02	127.2	4.04E+00	127.2
-80	5	-47.66	-11.29	-11.29	0	89.13	1.37E-01	141.85	9.00E+00	141.85
-75	5	-38.69	-5.78	-5.78	0	88.7	3.84E-01	158.24	1.70E+01	158.24
-70	5	-31.4	-0.92	-0.92	0	88.29	8.89E-01	170.17	2.97E+01	170.17
-65	5	-25.74	2.9	2.9	0	87.88	1.71E+00	177.29	4.61E+01	177.29
-60	5	-21.84	5.34	5.35	0	87.5	2.67E+00	-178.81	6.11E+01	-178.81
-55	5	-19.94	6.04	6.06	0	87.13	3.33E+00	-176.97	6.63E+01	-176.97
-50	5	-20.72	4.28	4.3	0	86.78	3.04E+00	-176.96	5.41E+01	-176.96
-45	5	-26.54	-2.37	-2.35	0	86.46	1.56E+00	178.11	2.52E+01	178.11
-40	5	-35.61	-12.14	-12.12	0	86.17	5.48E-01	39.84	8.17E+00	39.84
-35	5	-28.93	-6.03	-6.01	0	85.9	1.18E+00	21.13	1.65E+01	21.13
-30	5	-28.12	-5.71	-5.69	0	85.67	1.30E+00	-178.16	1.71E+01	-178.16
-25	5	-13.8	8.21	8.24	0	85.47	6.74E+00	-171.14	8.51E+01	-171.14
-20	5	-8.64	13.06	13.09	0	85.3	1.22E+01	-170.37	1.49E+02	-170.37
-15	5	-7.71	13.75	13.78	0	85.17	1.36E+01	-170.13	1.61E+02	-170.13
-10	5	-10.87	10.42	10.45	0	85.08	9.45E+00	-170	1.10E+02	-170
-5	5	-20.72	0.48	0.51	0	85.02	3.04E+00	-169.76	3.49E+01	-169.76
0	5	-64.05	-42.89	-42.86	0.00001	85	2.07E-02	-42.66	2.37E-01	-42.66
-90	10	-999.99	-999.99	-999.99	0	0	2.41E-22	77.32	2.68E-10	-102.68
-85	10	-54.02	-17.76	-17.75	0	89.12	6.58E-02	82.31	4.28E+00	82.31
-80	10	-43.44	-13.16	-13.15	0	88.25	2.22E-01	101.02	7.27E+00	101.02
-75	10	-36.38	-9.57	-9.56	0	87.39	5.01E-01	136.7	1.10E+01	136.7
